New PAW TMT results file!
Program "PAW_protein_grouper.py" run on Mon Feb 13 18:36:31 2023
 
 
ProtGroup	Counter	Accession	Identical	Similar	OtherLoci	Filter	Coverage	SeqLength	MW	Description	CountsTot	UniqueTot	UniqFrac	Total_BGS	Total_FLI	Unique_BGS	Unique_FLI	Corrected_BGS	Corrected_FLI	PSMs_Used_BGS	TotInt_126C_BGS	TotInt_127N_BGS	TotInt_127C_BGS	TotInt_128N_BGS	TotInt_128C_BGS	TotInt_129N_BGS	TotInt_129C_BGS	TotInt_130N_BGS	TotInt_130C_BGS	TotInt_131N_BGS	TotInt_131C_BGS	PSMs_Used_FLI	TotInt_126C_FLI	TotInt_127N_FLI	TotInt_127C_FLI	TotInt_128N_FLI	TotInt_128C_FLI	TotInt_129N_FLI	TotInt_129C_FLI	TotInt_130N_FLI	TotInt_130C_FLI	TotInt_131N_FLI	TotInt_131C_FLI
1745	1	sp|P62717|RL18A_MOUSE	 	 	 	 	25.6	176	20732	60S ribosomal protein L18a OS=Mus musculus OX=10090 GN=Rpl18a PE=1 SV=1	11	11	1.000	5	6	5	6	5.000	6.000	5	1613069.558594	1353165.246094	1284611.84375	1806237.613282	1509716.701172	1268927.214844	1434853.8125	1706442.732422	1376514.6464850002	1620641.123047	27233.203125	6	3716705.2480470003	3066341.710938	2836596.0732420003	4232979.857422	3664670.3935539997	3050597.004882	3430224.345703	3721967.8281239998	3397637.456055	3656025.141602	108506.21582
1746	1	sp|P62743|AP2S1_MOUSE	 	 	 	 	44.4	142	17018	AP-2 complex subunit sigma OS=Mus musculus OX=10090 GN=Ap2s1 PE=1 SV=1	47	47	1.000	23	24	23	24	23.000	24.000	23	3130041.2978519998	3086534.868166	3527541.4960939996	3934110.5966790006	3561559.921878	3440887.537112	3470864.1562510002	3687997.6923820004	3373005.5781239998	3246462.769532	116061.47949200001	24	9548588.414062	9953702.207032999	10913818.015625	11856233.474608	10878248.923829	10335196.026367	10663686.093749	11380319.468752	10777315.767578	10223910.156249	99283.899414
1747	1	sp|P62746|RHOB_MOUSE	 	 	sp|P62746|RHOB_MOUSE, sp|Q62159|RHOC_MOUSE, sp|Q9QUI0|RHOA_MOUSE	 	68.4	196	22123	Rho-related GTP-binding protein RhoB OS=Mus musculus OX=10090 GN=Rhob PE=1 SV=1	58	33	0.569	20	38	12	21	16.708	31.538	12	3419866.3789069997	2857217.585937	2976058.082031	3680740.960938	3235716.484375	3103890.71875	2954399.558593	3936161.835938	3136851.085938	3198863.7421879997	135536.915282	21	7965746.896484001	6689841.645507999	6981019.768556001	8539200.53711	8240207.479492	7437118.324220001	7279935.357422999	9216078.277344	7924368.134764999	7950591.912110001	140781.114014
1748	1	sp|P62748|HPCL1_MOUSE	 	 	sp|P62748|HPCL1_MOUSE, sp|P84075|HPCA_MOUSE, sp|Q91X97|NCALD_MOUSE	 	85.5	193	22338	Hippocalcin-like protein 1 OS=Mus musculus OX=10090 GN=Hpcal1 PE=1 SV=2	147	45	0.306	81	66	24	21	64.136	50.250	24	4757559.477539002	5877697.248535	6567572.176758001	6070772.517578	6907629.077148001	5962911.244627999	7295046.011718	5207348.3676780015	7394432.864259001	6060697.311525	201932.286133	21	18927695.032714996	20673601.224121	22171762.552246	20764362.808593	24554206.452148	20853963.911132	25377237.485351	19077819.754883	26749782.913085002	22586725.188965	777620.791993
1749	1	sp|P62751|RL23A_MOUSE	 	 	 	 	53.2	156	17695	60S ribosomal protein L23a OS=Mus musculus OX=10090 GN=Rpl23a PE=1 SV=1	29	29	1.000	12	17	12	17	12.000	17.000	12	1511251.990233	1450518.4746090001	1576231.616211	1885248.43164	1532016.654296	1408898.84082	1451021.231445	1737971.478515	1376574.7617179998	1619383.6132820002	56617.77929499999	17	7205217.362793	6616431.179687	7339878.013673	8630706.100097999	7178175.537598001	6579226.539550001	6962584.661133001	8281403.244629	6737519.788086	7639241.619628	199660.736816
1750	1	sp|P62754|RS6_MOUSE	 	 	 	 	34.9	249	28680	40S ribosomal protein S6 OS=Mus musculus OX=10090 GN=Rps6 PE=1 SV=1	26	26	1.000	16	10	16	10	16.000	10.000	16	1306940.355469	1183162.3100600003	1221921.1562510002	1607209.50537	1232524.9755860001	1049269.5971670002	1130719.469727	1375942.0737310003	1133515.088624	1274119.932619	29239.002563000002	10	1978591.0673830002	1657057.5312510002	1802433.538086	2206806.8359390004	1890977.423828	1558063.8593750002	1544885.957032	1946118.8339850002	1631398.2641599998	1707516.87793	150.0
1751	1	sp|P62761|VISL1_MOUSE	 	 	sp|P62761|VISL1_MOUSE, sp|Q8BGZ1|HPCL4_MOUSE	 	80.6	191	22142	Visinin-like protein 1 OS=Mus musculus OX=10090 GN=Vsnl1 PE=1 SV=2	205	188	0.917	111	94	102	86	110.660	93.319	102	16779997.425897002	16407336.734012999	19808499.954961997	20784131.996946007	19384845.55633801	19845847.112186998	21501964.621098008	20411345.912597988	19705029.893922992	19085578.427002	605406.3769520002	86	69751862.1084	69310710.392214	78657640.70214696	80658055.10889201	81262903.15796103	81829002.79986502	87268164.31774896	79123860.53112702	84314077.800171	75321683.61450401	1870663.3725549998
1752	1	sp|P62774|MTPN_MOUSE	 	 	 	 	59.3	118	12861	Myotrophin OS=Mus musculus OX=10090 GN=Mtpn PE=1 SV=2	35	35	1.000	16	19	16	19	16.000	19.000	16	3892048.3289820007	3415198.554931	4450294.003175001	4704272.295654	4370173.8107900005	3973119.831543	4235294.941165	4451298.8667	4310012.477783	3984249.6496590003	157357.479371	19	10474553.21875	11211383.466308001	12051990.628907	12798377.447266998	14316521.193359	12253643.776366001	13419622.868163	12489895.886719001	14546328.660156002	12224187.403321998	441721.504883
1753	1	sp|P62806|H4_MOUSE	 	 	 	 	59.2	103	11367	Histone H4 OS=Mus musculus OX=10090 GN=H4c16 PE=1 SV=2	72	72	1.000	36	36	36	36	36.000	36.000	36	13932281.011719001	19778550.003908	22054488.132813998	24184436.007813	23927785.50586	18331309.767578997	17361751.423828	14715724.123046998	21398830.013673	15386623.468749	758614.2833240001	36	30637543.417358	44008921.525391996	49555779.705443	50361355.609133005	51050823.930176	37902803.700194	37890808.709229	30474179.849489	48493476.493164	31875804.549440995	1002373.184569
1754	1	sp|P62812|GBRA1_MOUSE	 	 	sp|P26048|GBRA2_MOUSE, sp|P62812|GBRA1_MOUSE	 	33.8	455	51753	Gamma-aminobutyric acid receptor subunit alpha-1 OS=Mus musculus OX=10090 GN=Gabra1 PE=1 SV=1	59	43	0.729	35	24	25	18	33.929	23.684	25	1385298.1123050002	1751988.9707009997	1941575.289062	2375739.6640600003	1809027.75586	1740671.3398419998	1842510.835937	2022551.7265619992	1912757.1015630001	1938589.0214830006	58082.009645	18	3506696.2402350004	4569665.263672	4705501.057618	5938995.833984001	4509969.851562	4461230.5195309995	4496760.940432	5110810.1845700005	4896644.607422	4916023.448243001	43934.484375
1755	1	sp|P62814|VATB2_MOUSE	 	 	 	 	85.3	511	56550	V-type proton ATPase subunit B, brain isoform OS=Mus musculus OX=10090 GN=Atp6v1b2 PE=1 SV=1	375	375	1.000	149	226	149	226	149.000	226.000	149	34987350.631594986	35255013.67554499	40403099.224979	44037340.953127995	41652418.54944001	37720660.396118	42146930.634279996	41628232.013184994	42775730.348394	39236016.359870985	1442995.9508039998	226	77417531.00732999	78575093.38349003	88549988.667241	93951864.680302	92063095.10608302	82382448.81677298	92944172.03284101	93094535.20533207	92592346.44946097	87078204.04468301	1699416.778991
1756	1	sp|P62821|RAB1A_MOUSE	 	 	sp|O35963|RB33B_MOUSE, sp|P35276|RAB3D_MOUSE, sp|P35279|RAB6A_MOUSE, sp|P35283|RAB12_MOUSE, sp|P55258|RAB8A_MOUSE, sp|P56371|RAB4A_MOUSE, sp|P61027|RAB10_MOUSE, sp|P61028|RAB8B_MOUSE, sp|P61294|RAB6B_MOUSE, sp|P62821|RAB1A_MOUSE, sp|P62823|RAB3C_MOUSE, sp|P63011|RAB3A_MOUSE, sp|Q504M8|RAB26_MOUSE, sp|Q6PHN9|RAB35_MOUSE, sp|Q8BHC1|RB39B_MOUSE, sp|Q8K386|RAB15_MOUSE, sp|Q91V41|RAB14_MOUSE, sp|Q91ZR1|RAB4B_MOUSE, sp|Q923S9|RAB30_MOUSE, sp|Q9CZT8|RAB3B_MOUSE, sp|Q9D1G1|RAB1B_MOUSE, sp|Q9DD03|RAB13_MOUSE, sp|Q9JKM7|RAB37_MOUSE	 	75.6	205	22677	Ras-related protein Rab-1A OS=Mus musculus OX=10090 GN=Rab1A PE=1 SV=3	164	96	0.585	75	89	44	52	55.711	68.782	44	5117940.63733	5195346.377443999	5957067.824951	6475449.502443	6205044.307984001	5631091.331542	6036139.796141001	6070709.110599001	5954763.154298	5709873.489505001	192309.37768600002	52	18495435.467774004	17708536.830323	21342076.680544	22773253.579712998	20890633.77417	19480246.979125	20306018.94275	20893740.409179	20230711.453245	19355922.105468996	316697.646057
1757	1	sp|P62823|RAB3C_MOUSE	 	 	sp|O35963|RB33B_MOUSE, sp|P35276|RAB3D_MOUSE, sp|P35279|RAB6A_MOUSE, sp|P35283|RAB12_MOUSE, sp|P55258|RAB8A_MOUSE, sp|P56371|RAB4A_MOUSE, sp|P61027|RAB10_MOUSE, sp|P61028|RAB8B_MOUSE, sp|P61294|RAB6B_MOUSE, sp|P62821|RAB1A_MOUSE, sp|P62823|RAB3C_MOUSE, sp|P63011|RAB3A_MOUSE, sp|Q504M8|RAB26_MOUSE, sp|Q6PHN9|RAB35_MOUSE, sp|Q8BHC1|RB39B_MOUSE, sp|Q8K386|RAB15_MOUSE, sp|Q91V41|RAB14_MOUSE, sp|Q91ZR1|RAB4B_MOUSE, sp|Q923S9|RAB30_MOUSE, sp|Q9CZT8|RAB3B_MOUSE, sp|Q9D1G1|RAB1B_MOUSE, sp|Q9DD03|RAB13_MOUSE, sp|Q9JKM7|RAB37_MOUSE	 	71.8	227	25872	Ras-related protein Rab-3C OS=Mus musculus OX=10090 GN=Rab3c PE=1 SV=1	110	55	0.500	50	60	24	31	29.596	38.495	24	1448027.0421149998	1598745.001223	1599634.229248	2050209.6589370002	1749183.9182139998	1605438.1859149996	1602467.4277960001	1849461.578004	1674596.807862	1695900.2154549998	69829.899903	31	3921803.665649	4527791.566287002	4637773.380004001	5458665.023253999	4838096.905149001	4370485.029360001	4548529.53113	5370180.780029	4729022.475585001	4795587.794374001	102986.60754399998
1758	1	sp|P62827|RAN_MOUSE	 	 	 	 	52.3	216	24423	GTP-binding nuclear protein Ran OS=Mus musculus OX=10090 GN=Ran PE=1 SV=3	60	60	1.000	34	26	34	26	34.000	26.000	34	12193635.341309	11458189.755372997	13953976.297850998	13401059.232911	13214320.644531999	12887258.008786	13203964.879882	13153463.682618001	13755226.749999998	12656234.862305	488749.0734880001	26	25504412.888793997	23161078.300904	28705487.040284	28372747.971069	27003625.207457	25139249.823732	26481280.672243	25074623.519899	28016955.293152	23893930.007691003	1022406.812012
1759	1	sp|P62830|RL23_MOUSE	 	 	 	 	68.6	140	14865	60S ribosomal protein L23 OS=Mus musculus OX=10090 GN=Rpl23 PE=1 SV=1	21	21	1.000	10	11	10	11	10.000	11.000	10	1371806.635865	1410574.799805	1407589.9392090002	1693151.881469	1585844.0827640002	1430385.4404300002	1340043.306396	1521598.4024649998	1403172.036377	1455263.041748	44312.458007	11	3156844.0488279997	2984370.771485	2945361.5859359996	3645104.386719	3384911.50586	3006262.113282	2843819.710937	3552319.058593	3094859.046875	3019809.851562	55674.815797
1760	1	sp|P62835|RAP1A_MOUSE	 	 	sp|P35276|RAB3D_MOUSE, sp|P62835|RAP1A_MOUSE, sp|Q99JI6|RAP1B_MOUSE	 	78.3	184	20987	Ras-related protein Rap-1A OS=Mus musculus OX=10090 GN=Rap1a PE=1 SV=1	79	41	0.519	30	49	19	22	26.632	40.751	19	3414511.05664	2683149.5327149997	3056866.028321	3412762.1171890004	3336697.783203	3255176.1157230004	3214942.89746	3597635.9912099997	3331451.6230490003	3067200.37744	119718.74926700002	22	10186195.856446998	7377971.7636710005	8737671.878907999	9575631.402344001	9644403.113281	8925120.756835002	8508499.284178998	9838112.901365	9020547.752929999	8259500.939454999	340860.634155
1761	1	sp|P62843|RS15_MOUSE	 	 	 	 	41.4	145	17040	40S ribosomal protein S15 OS=Mus musculus OX=10090 GN=Rps15 PE=1 SV=2	20	20	1.000	7	13	7	13	7.000	13.000	7	916878.7851559999	886945.421875	888797.2304690001	1061277.249999	1021921.203125	958210.359375	950067.554688	1059026.625	976720.8554690001	1211298.59375	22310.522216999998	13	4201246.109375	4059199.4350590003	4192227.5175790004	5111771.695315001	4552982.570312	4266814.375001	4334141.961914	5048263.375977	4490906.985352	4892372.33789	154345.70031699998
1762	1	sp|P62849|RS24_MOUSE	 	 	 	 	39.1	133	15423	40S ribosomal protein S24 OS=Mus musculus OX=10090 GN=Rps24 PE=1 SV=1	18	18	1.000	10	8	10	8	10.000	8.000	10	1774248.707643	1618385.7582999999	1792059.677978	2231218.431152	1640327.6157230001	1525393.271974	1620306.0242919999	2112133.454101	1609542.5566419999	1846951.3439950002	69277.692565	8	4803359.9375	4300308.527342999	4648924.054688	5676203.554687	4504413.234376	4253629.007812	4300249.390625	5426519.640625	4322615.140624	4842942.289063	186867.85205200003
1763	1	sp|P62852|RS25_MOUSE	 	 	 	 	29.6	125	13742	40S ribosomal protein S25 OS=Mus musculus OX=10090 GN=Rps25 PE=1 SV=1	12	12	1.000	7	5	7	5	7.000	5.000	7	992546.1757809999	901639.824218	999481.730469	1248020.667969	969138.640625	873246.117186	941832.2265629999	1112665.003906	944476.1328130001	1014042.570313	34762.492919000004	5	2271755.84375	1957085.886719	2155078.851562	2645123.695312	2171223.507812	2066152.1875	2160930.164063	2310586.226563	1933235.5234380001	2374824.007813	13513.920897999998
1764	1	sp|P62855|RS26_MOUSE	 	 	 	 	27.0	115	13015	40S ribosomal protein S26 OS=Mus musculus OX=10090 GN=Rps26 PE=1 SV=3	12	12	1.000	4	8	4	8	4.000	8.000	4	848933.2460940001	778508.644532	948461.976562	1038683.855469	887394.2460940001	820997.4179690001	839982.242187	976369.933594	839747.507812	929789.921876	25726.623046	8	2065740.847656	2162952.324219	2461310.132812	2759147.347658	2522498.796875	2144530.6874989998	2156656.125002	2481694.7812489998	2295440.683595	2548784.523437	65643.19653300001
1765	1	sp|P62858|RS28_MOUSE	 	 	 	 	46.4	69	7841	40S ribosomal protein S28 OS=Mus musculus OX=10090 GN=Rps28 PE=1 SV=1	28	28	1.000	12	16	12	16	12.000	16.000	12	768202.329103	660328.523438	843558.938722	866938.923584	768075.605469	824446.202149	757438.909179	804141.101197	763967.939698	841866.5908230001	13425.391113000001	16	3923841.2252189997	3032151.8425910003	4025603.372986	4383259.758241	3607867.7550049997	3436430.815552	3428682.654419	3898449.4592890004	3504834.094971	3704899.8856200003	36601.623536
1766	1	sp|P62869|ELOB_MOUSE	 	 	 	 	90.7	118	13170	Elongin-B OS=Mus musculus OX=10090 GN=Elob PE=1 SV=1	41	41	1.000	22	19	22	19	22.000	19.000	22	2457898.239259	2260180.041992	2699491.142579	2898822.7541500004	2687247.149169	2470386.1091330005	2720352.537843	2672554.3034669994	2569781.8403330003	2471020.958985	64319.285889	19	10991235.538573999	9953771.633301	12149874.903321	12849403.507813	11853023.289063998	10929032.826172	11851951.636718	11660778.737304002	11740131.192871	11382360.589355	275267.796876
1768	1	sp|P62880|GBB2_MOUSE	 	 	sp|P29387|GBB4_MOUSE, sp|P62874|GBB1_MOUSE, sp|P62880|GBB2_MOUSE, sp|Q61011|GBB3_MOUSE	 	58.5	340	37331	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2 OS=Mus musculus OX=10090 GN=Gnb2 PE=1 SV=3	320	61	0.191	84	236	18	43	37.592	97.742	18	6133812.943848	6095898.890136999	5838773.210938	7495173.158691001	6464165.114746001	6294643.946534	6963270.987794002	7538630.503661	6653835.101806001	6165751.550535998	226336.608642	43	26742464.945314	26620211.571287002	25367121.793948002	32113138.173827	30587051.526364006	27540624.823241007	32751492.591796994	34974163.578125	29972543.792969	30268298.025390003	780445.82727
1769	1	sp|P62881|GNB5_MOUSE	 	 	 	 	58.0	395	43565	Guanine nucleotide-binding protein subunit beta-5 OS=Mus musculus OX=10090 GN=Gnb5 PE=1 SV=1	79	79	1.000	42	37	42	37	42.000	37.000	42	4009141.628909	4046044.1677239994	4727071.274536	5180162.179689	4911514.053956999	4727509.623166	5035624.830266002	5141827.3884310005	4698849.427491	4482751.240598	121292.90234399997	37	9060272.792602	8575758.098143	10222654.504397	11025538.710695	9895095.150637	9654259.697511	10456846.994874	10421741.342042	9770660.718386	9067672.502077	160420.92101999998
1770	1	sp|P62889|RL30_MOUSE	 	 	 	 	50.4	115	12784	60S ribosomal protein L30 OS=Mus musculus OX=10090 GN=Rpl30 PE=1 SV=2	39	39	1.000	19	20	19	20	19.000	20.000	19	2839642.857424	2661046.496094	3160305.83618	3269205.3881830005	3345313.743896	3046492.1684580008	3088340.1425769995	3175998.0900879996	3234266.77295	3315943.5527329994	111825.874511	20	6221333.198242	5675656.4843770005	6424347.331056001	7302849.267580001	6603304.281249999	6465996.986328	6341138.072265	6911132.409179	6516896.992187	6516022.397461	161784.266724
1771	1	sp|P62897|CYC_MOUSE	 	 	 	 	65.7	105	11605	Cytochrome c, somatic OS=Mus musculus OX=10090 GN=Cycs PE=1 SV=2	190	190	1.000	94	96	94	96	94.000	96.000	94	49119758.976928994	45903279.777282	58551544.955629	57377066.653565004	55125201.036501	56216442.169064	59824787.41101599	55277637.387940004	53519568.228517994	55320725.21752999	2048181.7596419996	96	86246549.645628	78613319.93847598	102119190.37842003	97363504.031616	94211059.78564602	96221162.33502395	106129433.42889602	90492384.77038701	93559272.13354702	92975782.31317301	2557176.4992670007
1772	1	sp|P62900|RL31_MOUSE	 	 	 	 	53.6	125	14463	60S ribosomal protein L31 OS=Mus musculus OX=10090 GN=Rpl31 PE=1 SV=1	19	19	1.000	8	11	8	11	8.000	11.000	8	1116123.99121	1090311.253906	1190047.839844	1453175.1181639999	1248280.172851	1071998.799804	1123902.661133	1336723.373047	1150046.557618	1221050.149414	36953.249511	11	3116422.989014	3141657.9323730003	3499642.2084959997	4221277.158204	3565822.844727	3218082.1704110005	3352076.459473	3689640.280761	3504318.7368170004	3833931.229493	104137.367187
1773	1	sp|P62908|RS3_MOUSE	 	 	 	 	76.5	243	26674	40S ribosomal protein S3 OS=Mus musculus OX=10090 GN=Rps3 PE=1 SV=1	82	82	1.000	44	38	44	38	44.000	38.000	44	5986166.826295	5477218.629639001	6038672.718753	7310608.885742	6580595.144532	6163372.73535	6267571.055664	6569677.647461	6268391.157229	6516593.623047999	215071.09851100005	38	19832076.214843996	17166926.605223	19337846.945313	22606232.543945	20810733.644042	19496678.599123	19582256.475341998	21512556.523438	19318524.395508	20595900.084228	305775.128662
1774	1	sp|P62911|RL32_MOUSE	 	 	 	 	49.6	135	15860	60S ribosomal protein L32 OS=Mus musculus OX=10090 GN=Rpl32 PE=1 SV=2	25	25	1.000	12	13	12	13	12.000	13.000	12	2235341.8320319997	2128655.167969	2262779.837891	2752037.5429680003	2268222.121093	2080177.450197	2182255.089843	2567025.042968	2025865.910154	2438602.72461	73484.808716	13	4263386.148437	3907772.0195319997	4299297.109376	5171229.945314	4254294.714844	3837002.886718	3987766.679687	4816953.093751	3902781.757812	4619536.843751	77823.984863
1775	1	sp|P62915|TF2B_MOUSE	 	 	 	 	31.6	316	34819	Transcription initiation factor IIB OS=Mus musculus OX=10090 GN=Gtf2b PE=1 SV=1	12	12	1.000	9	3	9	3	9.000	3.000	9	274072.06250000006	260440.547853	343317.7763670001	334052.097657	314526.67480499996	296612.399416	296383.935546	301120.110353	293574.43945299997	303518.932618	7526.222168	3	227596.148438	288047.019531	365121.195312	313375.250001	285448.402344	286033.222656	285817.253906	313769.953125	353382.222657	280351.5	9405.754883
1776	1	sp|P62918|RL8_MOUSE	 	 	 	 	47.9	257	28024	60S ribosomal protein L8 OS=Mus musculus OX=10090 GN=Rpl8 PE=1 SV=2	19	19	1.000	10	9	10	9	10.000	9.000	10	588062.437501	560726.423827	692192.082031	650093.376954	501888.765625	425904.57617200003	429718.546387	629484.349611	445230.777342	626224.783204	14078.506958	9	1560381.191408	1547944.251952	1778104.687501	1652608.511718	1186485.453125	1060828.902344	1156787.0117199998	1524412.6308590001	1179241.769531	1383888.0546880001	27449.805664
1777	1	sp|P62956|CCG7_MOUSE	 	 	 	 	14.5	275	31002	Voltage-dependent calcium channel gamma-7 subunit OS=Mus musculus OX=10090 GN=Cacng7 PE=1 SV=1	4	4	1.000	2	2	2	2	2.000	2.000	2	27056.456054000002	28914.710937999997	41989.87500000001	30845.333008	45188.084961	35077.045898	39889.051758	28959.639648999997	38362.424805	29467.902832	150.0	2	8150.134033	9682.810547000001	11646.625977	9725.717284999999	12823.945312	12781.625488	14547.077636999999	8670.664307	11573.054199	10937.21875	150.0
1778	1	sp|P62960|YBOX1_MOUSE	 	 	sp|P62960|YBOX1_MOUSE, sp|Q9JKB3|YBOX3_MOUSE	 	49.1	322	35730	Y-box-binding protein 1 OS=Mus musculus OX=10090 GN=Ybx1 PE=1 SV=3	30	26	0.867	14	16	11	15	13.357	15.882	11	311757.490111	297424.35705399996	313788.718385	373414.000244	345445.48278900003	324507.4511700001	278705.302736	321667.52697799995	341225.49279799993	341794.24719299993	12070.575562	15	415521.48754800006	368031.11883500003	419193.0087910001	441808.528932	416747.926025	394276.220336	343316.21459800005	377505.009522	428744.580202	456388.92492699996	1448.959351
1779	1	sp|P62962|PROF1_MOUSE	 	 	 	 	90.7	140	14957	Profilin-1 OS=Mus musculus OX=10090 GN=Pfn1 PE=1 SV=2	120	120	1.000	58	62	58	62	58.000	62.000	58	18279944.372312993	17237984.560549	19915496.90820199	20713377.568358004	19974259.502930004	18641740.932129003	19615944.724120002	19790569.369141992	19302237.011718005	19159917.288576998	736226.7219260001	62	38289164.601808995	35810983.037112	41929375.889286004	43163496.390014	41733243.34582701	38138312.14513899	41370532.604674995	41403618.89593801	40802067.760374	38771789.16784799	1117131.3024930004
1782	1	sp|P62996|TRA2B_MOUSE	 	 	sp|P62996|TRA2B_MOUSE, sp|Q6PFR5|TRA2A_MOUSE	 	34.0	288	33665	Transformer-2 protein homolog beta OS=Mus musculus OX=10090 GN=Tra2b PE=1 SV=1	43	37	0.860	21	22	17	20	19.720	21.600	17	1619318.220704	1874899.615234	2172143.71875	2291472.9130869997	2273049.263183	2083414.7499990002	2342857.2001940003	1971766.0590820003	2311552.987305	1995146.824708	70185.402222	20	3937365.7827149997	4281665.101562	4885153.362428001	4746006.833005999	4991801.440917	5193880.221069	5431890.206664	4730107.3280030005	5453022.5115950005	4883959.167479001	138803.355957
1784	1	sp|P63002|TLE5_MOUSE	 	 	 	 	10.7	197	22000	TLE family member 5 OS=Mus musculus OX=10090 GN=Tle5 PE=1 SV=1	3	3	1.000	2	1	2	1	2.000	1.000	2	49681.841797	48635.938964	60333.42382800001	74857.742188	52841.04834	46573.786621	67910.13183600002	56982.498047	65231.702148	49014.015625	150.0	1	116727.359375	92024.445312	113931.953125	134670.984375	116128.60156300002	130913.30468800002	123140.484375	117109.765625	126848.65625	115331.96093800002	3309.355225
1785	1	sp|P63005|LIS1_MOUSE	 	 	sp|P63005|LIS1_MOUSE, sp|Q9D1Q6|ERP44_MOUSE	 	71.5	410	46670	Platelet-activating factor acetylhydrolase IB subunit beta OS=Mus musculus OX=10090 GN=Pafah1b1 PE=1 SV=2	138	132	0.957	72	66	68	64	70.863	65.488	68	10867773.217045	9901948.441652998	12592380.928592	12628707.259522	11658398.840335997	11058166.102174997	11572119.370361	11853195.045655001	12879330.046935001	10797976.696531	450760.241211	64	19637904.269042995	17517113.425536998	20739466.839113	21935556.664064	20303946.371585	19773021.401858	19606520.577394996	20814624.739989	20085274.393554	18749886.941651	440034.11584300007
1787	1	sp|P63015|PAX6_MOUSE	 	 	 	 	6.9	422	46683	Paired box protein Pax-6 OS=Mus musculus OX=10090 GN=Pax6 PE=1 SV=1	3	3	1.000	3	0	3	0	3.000	0.000	3	12928.069336	11774.166748	12053.125977	17017.119628	15444.510741999999	16244.903320999998	13436.088867	17086.53125	15404.278809	15659.770508	150.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1788	1	sp|P63017|HSP7C_MOUSE	 	 	sp|P16627|HS71L_MOUSE, sp|P17156|HSP72_MOUSE, sp|P20029|BIP_MOUSE, sp|P38647|GRP75_MOUSE, sp|P63017|HSP7C_MOUSE, sp|Q61696|HS71A_MOUSE	 	75.9	646	70870	Heat shock cognate 71 kDa protein OS=Mus musculus OX=10090 GN=Hspa8 PE=1 SV=1	938	713	0.760	511	427	402	311	493.714	408.534	402	151647342.10145602	136464070.75526515	162542342.92028594	172166300.36878002	160232406.69250295	152515183.80531004	158381579.64942896	163927143.46740496	158361650.52441302	161584167.62689498	5625815.662605001	311	259877464.97693098	225344723.6850581	274023112.7238208	288208265.6807937	267206274.3976468	248218340.08002013	266370894.955204	268173501.97864017	260602498.62854493	261170778.9657001	6357612.831725
1789	1	sp|P63024|VAMP3_MOUSE	 	 	sp|P63024|VAMP3_MOUSE, sp|P63044|VAMP2_MOUSE, sp|Q62442|VAMP1_MOUSE	 	47.6	103	11480	Vesicle-associated membrane protein 3 OS=Mus musculus OX=10090 GN=Vamp3 PE=1 SV=1	67	14	0.209	37	30	9	5	13.945	9.387	9	474535.574219	395031.300781	456206.83398399997	520732.39453299996	532588.927247	457768.700197	438863.182129	490719.609864	475508.41772599996	484708.078857	1600.574829	5	343850.155518	336027.161742	361343.186524	347996.162842	380821.730957	340567.286621	339812.82250999997	330071.844238	368239.563965	357124.551513	150.0
1790	1	sp|P63028|TCTP_MOUSE	 	 	 	 	57.6	172	19462	Translationally-controlled tumor protein OS=Mus musculus OX=10090 GN=Tpt1 PE=1 SV=1	51	51	1.000	23	28	23	28	23.000	28.000	23	5949539.9804690005	5253441.874024	6235847.299315999	6637576.842776	6493198.43799	6106607.097657001	6550594.280764	6746334.566405999	6184627.035158	5899383.496095	235407.302612	28	19597185.008299	17807427.706541	20958356.583009	21679074.142578997	21261831.717774004	18308761.326172	21207605.395997997	20879580.586912	19981331.201172	17863800.351563003	522217.40576199995
1791	1	sp|P63030|MPC1_MOUSE	 	 	 	 	22.0	109	12454	Mitochondrial pyruvate carrier 1 OS=Mus musculus OX=10090 GN=Mpc1 PE=1 SV=1	15	15	1.000	10	5	10	5	10.000	5.000	10	1790814.2104500001	1677109.202636	2055945.637695	2192580.22754	2080913.125	2053489.7402360002	2025456.715332	1965399.1010740001	2005327.5654300002	2118474.7373050004	112068.18359399999	5	1788918.032227	1650411.36914	1949171.821289	2304929.246094	2226816.145508	2093799.659179	2115070.223633	1868622.1669919998	1726376.4453119999	1868262.967774	7694.912109000001
1792	1	sp|P63034|CYH2_MOUSE	 	 	sp|A2A5R2|BIG2_MOUSE, sp|G3X9K3|BIG1_MOUSE, sp|O08967|CYH3_MOUSE, sp|P63034|CYH2_MOUSE, sp|Q9QX11|CYH1_MOUSE	 	41.2	400	46571	Cytohesin-2 OS=Mus musculus OX=10090 GN=Cyth2 PE=1 SV=3	33	21	0.636	13	20	8	13	9.994	16.843	8	651058.171876	680376.181641	769302.820314	782495.84961	804053.367189	813558.044922	783039.136718	674356.2441420001	810905.623049	773608.4824219999	24281.900391000003	13	2233860.513672	2279964.817383	2776793.1445310004	2898347.121093	2910260.177734	2908200.774412	2833531.0117189996	2460206.7402329994	2790689.2158210003	2679218.3125	138112.540038
