New PAW TMT results file!																																											
"Program ""PAW_protein_grouper.py"" run on Mon Feb 13 18:36:31 2023"																																											
2062	1	sp|Q01149|CO1A2_MOUSE	 	 	 	 	7.2	1372	129555	Collagen alpha-2(I) chain OS=Mus musculus OX=10090 GN=Col1a2 PE=1 SV=2	17	17	1	7	10	7	10	7	10	7	683722.3711	514400.4258	578898.3926	572201.1582	789368.625	506604.0039	396878.3184	378927.417	500070.3672	540637.0313	5701.366577	10	2351197.882	1817721.639	1746045.457	1784136.852	2489283.527	1498162.901	1344016.279	1230506.309	1700506.856	1597032.298	29145.75
2063	1	sp|Q01279|EGFR_MOUSE	 	 	"sp|P70424|ERBB2_MOUSE, sp|Q01279|EGFR_MOUSE, sp|Q61527|ERBB4_MOUSE"	 	19.8	1210	134852	Epidermal growth factor receptor OS=Mus musculus OX=10090 GN=Egfr PE=1 SV=1	32	30	0.938	12	20	11	19	11.917	19.905	11	553959.2246	455312.2493	582165.9189	589687.3516	555659.8958	545841.5999	546486.7163	557539.9722	577359.0884	467937.0251	16190.15076	19	1110566.432	883831.8391	1137784.928	1175015.27	1094264.505	1050591.233	1011164.476	985972.3324	1051144.459	874914.176	985.633667
2064	1	sp|Q01339|APOH_MOUSE	 	 	 	 	29	345	38618	Beta-2-glycoprotein 1 OS=Mus musculus OX=10090 GN=Apoh PE=1 SV=1	15	15	1	5	10	5	10	5	10	5	148954.1934	91371.60986	102151.2256	134423.6523	127131.6064	122372.2603	110749.3105	99976.875	109146.6963	89867.02978	150	10	1872054.775	929906.8037	1282671.148	1768839.271	1462067.498	1416411.656	1364209.824	1138718.506	1302858.368	1017479.947	13189.60596
2065	1	sp|Q01341|ADCY6_MOUSE	 	 	"sp|P84309|ADCY5_MOUSE, sp|Q01341|ADCY6_MOUSE"	 	4.3	1165	130318	Adenylate cyclase type 6 OS=Mus musculus OX=10090 GN=Adcy6 PE=1 SV=1	7	2	0.286	4	3	1	1	1.333	1.333	1	123418.7969	92539.53125	116072.6797	128320.0391	115881.625	119883.0313	152880.7656	127419.6406	120968.3359	98577.65625	7121.436035	1	182039.375	164820.75	232051.9688	235875.4063	210354.1719	160111.0625	192704.7969	174800.8438	230917.0625	176992.6719	150
2066	1	sp|Q01405|SC23A_MOUSE	 	 	"sp|Q01405|SC23A_MOUSE, sp|Q9D662|SC23B_MOUSE"	 	47.1	765	86161	Protein transport protein Sec23A OS=Mus musculus OX=10090 GN=Sec23a PE=1 SV=2	74	64	0.865	36	38	31	33	35.189	37.231	31	2699055.483	2364412.669	2844619.219	3007185.88	2961193.337	2689916.618	2948086.929	2809731.723	2872229.666	2795542.865	100986.3342	33	5822504.347	5549332.147	6566345.684	7035133.206	6663221.996	5807620.246	6237818.211	6182169.249	6745579.881	6071222.84	174397.4534
2067	1	sp|Q01705|NOTC1_MOUSE	 	 	 	 	0.6	2531	270833	Neurogenic locus notch homolog protein 1 OS=Mus musculus OX=10090 GN=Notch1 PE=1 SV=3	3	3	1	2	1	2	1	2	1	2	11989.49878	16612.79736	22727.34424	21742.18408	20072.71729	19240.45166	23792.78858	18657.85352	18536.12695	18239.33447	150	1	36591.29688	33127.26172	27116.38867	36062.37109	32806.84766	32978.66016	36345.58594	37448.65234	26761.78516	28442.32227	150
2068	1	sp|Q01730|RSU1_MOUSE	 	 	 	 	38.6	277	31550	Ras suppressor protein 1 OS=Mus musculus OX=10090 GN=Rsu1 PE=1 SV=3	30	30	1	12	18	12	18	12	18	12	1470659.084	1195802.865	1524318.262	1517812.202	1500971.106	1403282.892	1399921.018	1416238.437	1361555.981	1377816.979	40839.07031	18	5734847.12	4573249.906	5663013.448	5756516.181	5842778.248	5477381.324	5314918.24	5520893.439	5728420.682	5450145.723	148794.952
2069	1	sp|Q01768|NDKB_MOUSE	 	 	"sp|P15532|NDKA_MOUSE, sp|Q01768|NDKB_MOUSE"	 	84.2	152	17363	Nucleoside diphosphate kinase B OS=Mus musculus OX=10090 GN=Nme2 PE=1 SV=1	73	32	0.438	40	33	17	15	26.775	21.429	17	6181099.203	6170566.479	6600924.058	6901843.201	7078400.187	6464938.593	7095387.021	6783738.026	6690765.002	6510841.791	274909.9624	15	16213857.25	16763698.92	18659994.11	17976510.19	19783730.5	15837944.54	19975732.93	18370091.6	20274468.01	17729994.22	626741.7568
2070	1	sp|Q01815|CAC1C_MOUSE	 	 	 	 	4.1	2139	240136	Voltage-dependent L-type calcium channel subunit alpha-1C OS=Mus musculus OX=10090 GN=Cacna1c PE=1 SV=1	8	8	1	5	3	5	3	5	3	5	90476.60742	94635.03516	97668.5459	116714.4258	104090.9746	98248.10156	103718.0586	109262.8125	102125.2275	106379.293	3802.374512	3	299366.4648	293505.916	368693.7891	380276.1016	375755.5508	343355.3984	333203.4531	336664.0156	349986.4453	335503.4844	10099.76221
2071	1	sp|Q01853|TERA_MOUSE	 	 	"sp|Q01853|TERA_MOUSE, sp|Q3UMC0|SPAT5_MOUSE"	 	83.7	806	89321	Transitional endoplasmic reticulum ATPase OS=Mus musculus OX=10090 GN=Vcp PE=1 SV=4	390	378	0.969	190	200	184	194	189.577	199.494	187	40883166.17	37559208.27	43524657.23	46291948.45	43919632.3	41746714.18	45177454.79	45190098.35	43163145.61	42164932.98	1441843.69	198	135938610.9	122193515.3	143377402.9	153028395.1	142346976.8	137224398.4	147715773.2	148846343.9	143879548.1	138879099.6	3580405.054
2072	1	sp|Q02053|UBA1_MOUSE	 	 	 	 	75.8	1058	117808	Ubiquitin-like modifier-activating enzyme 1 OS=Mus musculus OX=10090 GN=Uba1 PE=1 SV=1	386	386	1	167	219	167	219	167	219	167	41306852.87	38877918.64	46841976.47	48967627.73	46467982.76	43323419.1	46556721.69	44411266.26	45140940	42125918.19	1516354.821	219	88921644.29	82911736.39	96978513.75	101857610.6	98436515.81	91116018.98	98861429.94	93861294.2	97251003.15	91011191.88	1809093.235
2073	1	sp|Q02111|KPCT_MOUSE	 	 	"sp|P16054|KPCE_MOUSE, sp|P20444|KPCA_MOUSE, sp|P23298|KPCL_MOUSE, sp|P28867|KPCD_MOUSE, sp|P68404|KPCB_MOUSE, sp|Q02111|KPCT_MOUSE"	 	3.7	707	81572	Protein kinase C theta type OS=Mus musculus OX=10090 GN=Prkcq PE=1 SV=1	9	1	0.111	4	5	0	1	0	1.064	0	0	0	0	0	0	0	0	0	0	0	0	1	71662.53906	59651.42578	84071.88281	74785.89844	76174.14844	73588.21094	73580.57031	69650.53906	69993.86719	70076.9375	2731.985352
2074	1	sp|Q02248|CTNB1_MOUSE	 	 	"sp|Q02248|CTNB1_MOUSE, sp|Q02257|PLAK_MOUSE"	 	52	781	85470	Catenin beta-1 OS=Mus musculus OX=10090 GN=Ctnnb1 PE=1 SV=1	126	103	0.817	61	65	48	55	55.429	61.322	48	6505736.963	6529786.707	7371222.56	8396988.601	7572941.801	7246013.099	7599726.835	7480345.124	7443836.248	7224313.628	258669.0641	55	11806632.66	11174448.39	12892318.06	13779660.63	12830287.53	12407039.14	12890650.82	12830407.75	12744165.71	12609801.06	137514.4127
2075	1	sp|Q02257|PLAK_MOUSE	 	 	"sp|Q02248|CTNB1_MOUSE, sp|Q02257|PLAK_MOUSE"	 	50.1	745	81800	Junction plakoglobin OS=Mus musculus OX=10090 GN=Jup PE=1 SV=3	91	68	0.747	49	42	36	32	41.571	35.678	36	1315538.799	1209543.198	1423977.021	1591691.003	1540449.35	1549296.8	1518553.181	1437077.685	1529377.2	1349035.021	40163.68542	32	1798405.439	1606786.179	1891947.335	2095686.112	1980459.754	2064461.478	1941005.484	1898125.164	2084391.925	1924523.435	15390.55737
2076	1	sp|Q02357|ANK1_MOUSE	 	 	"sp|G5E8K5|ANK3_MOUSE, sp|Q02357|ANK1_MOUSE, sp|Q8C8R3|ANK2_MOUSE"	 	68.4	1862	204225	Ankyrin-1 OS=Mus musculus OX=10090 GN=Ank1 PE=1 SV=2	400	377	0.943	190	210	178	199	182.045	202.799	178	26779844	24900258.03	31495880.28	33236730.21	31145425.22	29670750.23	33431459.21	27260353.69	32071262.97	28256386.05	1138645.869	199	70724864.58	65983826.39	82035609.16	85942141.08	81789351.42	77163072.56	88295741.5	71884311.08	83501772.68	73201394.32	2114896.167
2077	1	sp|Q02384|SOS2_MOUSE	 	 	"sp|Q02384|SOS2_MOUSE, sp|Q62245|SOS1_MOUSE"	 	4.5	1333	153125	Son of sevenless homolog 2 OS=Mus musculus OX=10090 GN=Sos2 PE=1 SV=2	7	2	0.286	5	2	2	0	2.462	0	2	47675.82227	44996.85742	46122.7749	58668.42236	55743.55518	51539.56128	53446.5979	58366.2417	52697.36987	44776.85181	1835.904053	0	0	0	0	0	0	0	0	0	0	0	0
2078	1	sp|Q02614|S30BP_MOUSE	 	 	 	 	6.2	308	33832	SAP30-binding protein OS=Mus musculus OX=10090 GN=Sap30bp PE=1 SV=2	3	3	1	1	2	1	2	1	2	1	33656.04688	25720.82227	35854.88281	37187.39453	35282.96484	27495.26758	35074.11328	29703.85742	33563.33594	31286.43164	150	2	223397.3281	166683.4727	258801.2656	204274.3906	216014.1875	193453.8594	199312.9063	175362.75	169030.8203	189527.3828	150
2079	1	sp|Q02780|NFIA_MOUSE	 	 	"sp|P70255|NFIC_MOUSE, sp|P70257|NFIX_MOUSE, sp|P97863|NFIB_MOUSE, sp|Q02780|NFIA_MOUSE"	 	28.4	532	58553	Nuclear factor 1 A-type OS=Mus musculus OX=10090 GN=Nfia PE=1 SV=1	32	23	0.719	14	18	9	14	11.39	16.31	9	280358.7045	242451.5865	318993.6724	333758.5641	331110.7859	320005.5205	298209.4414	283462.9482	320442.0679	284505.6179	3369.265991	14	910266.2026	835224.4611	1026198.966	1139415.342	1096108.918	1069676.141	968094.1641	912203.7466	996084.4753	930939.7107	37228.27783
2080	1	sp|Q02788|CO6A2_MOUSE	 	 	 	 	15.5	1034	110333	Collagen alpha-2(VI) chain OS=Mus musculus OX=10090 GN=Col6a2 PE=1 SV=3	22	22	1	13	9	13	9	13	9	13	614077.6792	529663.7834	686866.6567	600937.4597	648926.0657	614474.1069	644023.2275	549895.9585	735904.1116	625343.3914	18284.49317	9	1437103.787	1456403.759	1650119.412	1552284.272	1618616.255	1543035.88	1614848.361	1511207.507	1713927.697	1607028.523	44597.75
2081	1	sp|Q02819|NUCB1_MOUSE	 	 	 	 	60.6	459	53408	Nucleobindin-1 OS=Mus musculus OX=10090 GN=Nucb1 PE=1 SV=2	73	73	1	32	41	32	41	32	41	32	2398370.652	2127956.908	2259259.648	2410930.425	2311458.865	2215681.063	2120836.232	2332827.619	2227116.368	2346669.445	57713.6311	41	8099663.779	7423839.362	7805823.372	8410944.161	8063232.597	7398490.046	7638787.074	7794167.123	7814585.586	7922685.057	156760.7076
2082	1	sp|Q02956|KPCZ_MOUSE	 	 	"sp|Q02956|KPCZ_MOUSE, sp|Q62074|KPCI_MOUSE"	 	7.1	592	67681	Protein kinase C zeta type OS=Mus musculus OX=10090 GN=Prkcz PE=1 SV=2	4	3	0.75	2	2	1	2	1.5	2	1	72101.67188	67913.74219	73674	83808.60938	81278.09375	80072.75781	83027.75781	80926.83594	82755.03125	74433.28125	3593.347168	2	115330.1094	102549.082	103564.7773	125073.7051	131698.7734	101978.0664	119334.8516	125618.5742	103948.5469	129709.2227	150
2083	1	sp|Q03137|EPHA4_MOUSE	 	 	"sp|P29319|EPHA3_MOUSE, sp|P54754|EPHB3_MOUSE, sp|P54761|EPHB4_MOUSE, sp|P54763|EPHB2_MOUSE, sp|Q03137|EPHA4_MOUSE, sp|Q61772|EPHA7_MOUSE, sp|Q62413|EPHA6_MOUSE, sp|Q8CBF3|EPHB1_MOUSE"	 	12.1	986	109813	Ephrin type-A receptor 4 OS=Mus musculus OX=10090 GN=Epha4 PE=1 SV=2	11	7	0.636	5	6	3	4	4.3	5.087	3	34770.31006	33682.11475	46115.39551	45199.22949	37710.51856	36282.99219	36685.54785	49378.25	38332.25879	37444.73193	150	4	410346.9653	409067.6113	422883.6528	476161.5522	446887.1069	432616.3379	453086.7695	504270.6392	406342.6016	409639.8506	150
2084	1	sp|Q03141|MARK3_MOUSE	 	 	"sp|Q03141|MARK3_MOUSE, sp|Q05512|MARK2_MOUSE, sp|Q8CIP4|MARK4_MOUSE, sp|Q8VHJ5|MARK1_MOUSE"	 	38.6	753	84389	MAP/microtubule affinity-regulating kinase 3 OS=Mus musculus OX=10090 GN=Mark3 PE=1 SV=2	58	33	0.569	28	30	18	15	22.17	20.6	18	699042.6345	713777.8359	724003.0017	875203.8267	819008.5803	783182.2178	811304.4663	841813.4374	822585.2117	794954.6804	32677.61609	15	743001.4722	619537.2667	713300.3799	817070.4655	740752.833	711110.8401	685817.7821	772275.1844	701398.5798	779122.8387	872.625122
2085	1	sp|Q03146|DDR1_MOUSE	 	 	 	 	3.7	911	101160	Epithelial discoidin domain-containing receptor 1 OS=Mus musculus OX=10090 GN=Ddr1 PE=2 SV=2	4	4	1	3	1	3	1	3	1	3	82005.59375	69127.76172	71048.66504	83696.34668	75707.99756	78156.41943	72603.78613	81781.1665	81113.86279	73849.58594	2538.985596	1	7755.511719	7963.290039	9145.499023	8332.317383	7076.283691	7282.500977	10555.26074	9018.063477	9111.959961	10039.1875	150
2086	1	sp|Q03157|APLP1_MOUSE	 	 	 	 	17.3	654	72847	Amyloid beta precursor like protein 1 OS=Mus musculus OX=10090 GN=Aplp1 PE=1 SV=2	18	18	1	12	6	12	6	12	6	12	409941.3599	362078.7075	375948.7139	462240.3125	396863.1406	372561.7876	388900.4551	452148.2881	398050.4878	420504.4189	6364.973633	6	359853.0684	373737.3984	325464.9756	378303.9102	331524.3711	358889.6152	364862.1133	445518.5508	374297.3457	421305.041	150
2087	1	sp|Q03173|ENAH_MOUSE	 	 	 	 	31.4	802	85843	Protein enabled homolog OS=Mus musculus OX=10090 GN=Enah PE=1 SV=2	59	59	1	28	31	28	31	28	31	28	2513980.455	2221674.392	2503448.205	2785541.611	2486454.01	2421013.645	2679777.569	2713631.84	2516884	2563442.969	85133.11975	31	2703908.936	2499721.998	2818569.96	3184013.146	2718482.453	2718377.579	2985169.154	2964171.079	2822079.113	2768822.026	47600.36304
2088	1	sp|Q03265|ATPA_MOUSE	 	 	 	 	70.5	553	59752	"ATP synthase subunit alpha, mitochondrial OS=Mus musculus OX=10090 GN=Atp5f1a PE=1 SV=1"	1361	1361	1	542	819	542	819	542	819	542	257462813.9	248835550.1	308653767.4	316769131.2	296498340	308728203.6	336686504.5	299806453.4	289591050.5	302662812.9	7742280.318	819	431019303.4	397827691.9	501380981.6	514303516.4	476950527.6	479968992.7	530961500.2	473574932.9	452629296.3	470316876.5	9076260.845
2089	1	sp|Q03517|SCG2_MOUSE	 	 	"REV_E9Q9B7, sp|Q03517|SCG2_MOUSE"	 	56.6	617	70643	Secretogranin-2 OS=Mus musculus OX=10090 GN=Scg2 PE=1 SV=1	67	66	0.985	38	29	38	28	38	29	38	2438045.506	2426490.615	1789349.036	3031637.855	1746629.511	1920082.61	1711799.865	4503478.253	1565505.399	2746121.92	31335.1626	28	3716262.869	3607328.302	2697328.038	4594951.647	2862162.782	3063081.473	2847732.689	6734376.177	2631008.32	4089168.65	79128.70789
2090	1	sp|Q03717|KCNB1_MOUSE	 	 	 	 	4.8	857	95590	Potassium voltage-gated channel subfamily B member 1 OS=Mus musculus OX=10090 GN=Kcnb1 PE=1 SV=2	2	2	1	2	0	2	0	2	0	2	10142.50317	9820.021973	12578.48584	11793.84692	13091.29126	12684.54688	13060.93506	14989.729	12808.65283	12482.02832	150	0	0	0	0	0	0	0	0	0	0	0	0
2091	1	sp|Q03719|KCND1_MOUSE	 	 	"sp|Q03719|KCND1_MOUSE, sp|Q9Z0V1|KCND3_MOUSE, sp|Q9Z0V2|KCND2_MOUSE"	 	3.5	651	71697	Potassium voltage-gated channel subfamily D member 1 OS=Mus musculus OX=10090 GN=Kcnd1 PE=1 SV=1	5	1	0.2	3	2	1	0	1.044	0	1	11091.32813	13859.99805	10766.38574	10072.14941	10058.37988	6346.333008	10256.92871	12411.42773	13797.47266	8754.634766	150	0	0	0	0	0	0	0	0	0	0	0	0
2092	1	sp|Q03958|PFD6_MOUSE	 	 	 	 	63	127	14454	Prefoldin subunit 6 OS=Mus musculus OX=10090 GN=Pfdn6 PE=1 SV=1	27	27	1	16	11	16	11	16	11	16	1895258.866	1717981.684	1978479.7	2195067.611	1978704.559	1868860.751	1960765.479	1997450.521	1945914.796	1877325.863	32180.35913	11	3869607.307	3887686.02	4201627.552	4762284.418	4414173.105	4117654.021	4147757.136	4707715.695	4356925.491	4450994.533	119567.6284
2093	1	sp|Q03963|E2AK2_MOUSE	 	 	 	 	6.6	515	58279	"Interferon-induced, double-stranded RNA-activated protein kinase OS=Mus musculus OX=10090 GN=Eif2ak2 PE=1 SV=2"	3	3	1	1	2	1	2	1	2	1	38521.10156	28529.95508	34009.1875	36293.08203	35241.58203	32344.89258	29158.73438	32800.30859	30594.25781	33198.58984	1296.620361	2	426947.8945	529596.9492	818238.3594	429945.75	409402.1094	499264.3086	524389.6992	489942.1094	531317.0977	489937.3906	150
2094	1	sp|Q04207|TF65_MOUSE	 	 	 	 	14	549	60211	Transcription factor p65 OS=Mus musculus OX=10090 GN=Rela PE=1 SV=1	10	10	1	6	4	6	4	6	4	6	116951.5034	101855.1831	128194.9189	132468.0811	137809.9951	115810.3672	121623.1895	121334.4063	127571.2754	130606.7979	1453.488647	4	197710.668	199452.9824	260309.5928	260149.1836	255302.835	201786.1572	225562.2598	217847.4727	211188.2871	230555.7178	150
2095	1	sp|Q04447|KCRB_MOUSE	 	 	"sp|P07310|KCRM_MOUSE, sp|Q04447|KCRB_MOUSE"	 	81.6	381	42713	Creatine kinase B-type OS=Mus musculus OX=10090 GN=Ckb PE=1 SV=1	1469	1439	0.98	577	892	561	878	576.803	891.765	561	177786216.6	186838408.4	201001721.9	216704032.8	214976888.5	195263873.7	215076806.4	202266049.5	213410505.6	199529931.6	6401130.033	878	403183747.3	426886826.4	461260407	470907487.3	481378258.6	435282491.3	495999223	467274953	491807757.3	455155703.3	9168716.247
2096	1	sp|Q04519|ASM_MOUSE	 	 	 	 	8.8	627	69926	Sphingomyelin phosphodiesterase OS=Mus musculus OX=10090 GN=Smpd1 PE=1 SV=2	5	5	1	2	3	2	3	2	3	2	72125.42236	63512.81104	100914.7197	88423.69287	83605.72119	72970.99561	91085.28906	82722.01025	75825.59717	82290.47656	150	3	156739.2236	154669.3857	171655.583	172598.9023	144386.0068	147002.9414	167759.1025	152176.5898	143318.8242	162553.5313	150
2097	1	sp|Q04690|NF1_MOUSE	 	 	 	 	20.5	2841	319592	Neurofibromin OS=Mus musculus OX=10090 GN=Nf1 PE=1 SV=1	105	105	1	42	63	42	63	42	63	42	3008339.478	2832312.67	3279611.822	3643169.848	3247141.695	3087492.052	3207100.329	3431245.203	3163401.219	3002555.092	66861.19782	63	7913283.184	7409890.377	8283609.188	9416751.239	8806344.211	8185628.16	8564492.415	9069961.168	8624380.614	8478667.442	195243.8877
2098	1	sp|Q04735|CDK16_MOUSE	 	 	"sp|O35495|CDK14_MOUSE, sp|P16092|FGFR1_MOUSE, sp|P21803|FGFR2_MOUSE, sp|P25911|LYN_MOUSE, sp|P30285|CDK4_MOUSE, sp|P39688|FYN_MOUSE, sp|P49615|CDK5_MOUSE, sp|Q04735|CDK16_MOUSE, sp|Q04736|YES_MOUSE, sp|Q04899|CDK18_MOUSE, sp|Q14AX6|CDK12_MOUSE, sp|Q61851|FGFR3_MOUSE, sp|Q69ZA1|CDK13_MOUSE, sp|Q8K0D0|CDK17_MOUSE, sp|Q99J95|CDK9_MOUSE"	 	34.1	496	55913	Cyclin-dependent kinase 16 OS=Mus musculus OX=10090 GN=Cdk16 PE=1 SV=1	26	16	0.615	15	11	7	9	10.214	9.677	7	472466.0508	465162.8164	529813.3379	552482.4023	578345.4082	538981.9238	541775.8105	513135.7051	536973.3262	530072.0566	14968.81348	9	1156391.837	1179125.408	1340546.029	1426781.321	1311704.961	1239237.126	1337069.002	1224713.399	1418576.207	1269439.776	27550.39233
2099	1	sp|Q04736|YES_MOUSE	 	 	"sp|O35495|CDK14_MOUSE, sp|P05480|SRC_MOUSE, sp|P16092|FGFR1_MOUSE, sp|P21803|FGFR2_MOUSE, sp|P25911|LYN_MOUSE, sp|P30285|CDK4_MOUSE, sp|P39688|FYN_MOUSE, sp|P49615|CDK5_MOUSE, sp|Q04735|CDK16_MOUSE, sp|Q04736|YES_MOUSE, sp|Q04899|CDK18_MOUSE, sp|Q14AX6|CDK12_MOUSE, sp|Q61851|FGFR3_MOUSE, sp|Q69ZA1|CDK13_MOUSE, sp|Q8K0D0|CDK17_MOUSE, sp|Q99J95|CDK9_MOUSE"	 	45.1	541	60629	Tyrosine-protein kinase Yes OS=Mus musculus OX=10090 GN=Yes1 PE=1 SV=3	46	22	0.478	23	23	7	15	10.777	17.277	7	521971.9595	455977.0815	490272.2568	635873.167	515760.4707	548375.9023	547629.5508	586040.293	562735.4971	570294.458	25769.59814	15	1425365.944	1488786.341	1694845.435	1846543.046	1684688.103	1747473.006	1661140.609	1780886.385	1673969.175	1704334.731	55669.21484
2100	1	sp|Q04750|TOP1_MOUSE	 	 	 	 	18.1	767	90875	DNA topoisomerase 1 OS=Mus musculus OX=10090 GN=Top1 PE=1 SV=2	18	18	1	8	10	8	10	8	10	8	354437.4097	360888.0876	267375.1484	404698.9019	410397.9771	346984.1724	385905.2964	306152.9536	379360.1567	309587.5479	12489.32703	10	941884.874	991433.9543	950637.5425	1213945.532	1226808.167	1198455.272	1132210.148	1018549.474	1187768.707	1042978.981	53830.41016
2101	1	sp|Q04758|IPKB_MOUSE	 	 	 	 	71.7	92	9682	cAMP-dependent protein kinase inhibitor beta OS=Mus musculus OX=10090 GN=Pkib PE=3 SV=1	11	11	1	4	7	4	7	4	7	4	401216.8999	369486.7173	477497.4204	481430.563	521831.2021	489617.8037	502112.5137	393623.6636	457251.126	381509.4707	20090.28345	7	997775.2031	986480.6387	1131568.607	1262359.885	1247492.842	1275378.662	1230092.873	997964.4668	1224369.063	1098197.939	1133.395874
2102	1	sp|Q04857|CO6A1_MOUSE	 	 	 	 	17.4	1025	108488	Collagen alpha-1(VI) chain OS=Mus musculus OX=10090 GN=Col6a1 PE=1 SV=1	21	21	1	11	10	11	10	11	10	11	799817.7397	694531.729	934022.5547	823963.6504	897348.4517	800160.2393	844884.4932	695952.3745	941138.2896	822066.5547	41320.98498	10	1336940.609	1063620.358	1512513.646	1361046.941	1377752.045	1245267.834	1301588.157	1142870.977	1513461.055	1260070.892	41104.06329
2103	1	sp|Q04899|CDK18_MOUSE	 	 	"sp|O35495|CDK14_MOUSE, sp|P16092|FGFR1_MOUSE, sp|P21803|FGFR2_MOUSE, sp|P25911|LYN_MOUSE, sp|P30285|CDK4_MOUSE, sp|P39688|FYN_MOUSE, sp|P49615|CDK5_MOUSE, sp|Q04735|CDK16_MOUSE, sp|Q04736|YES_MOUSE, sp|Q04899|CDK18_MOUSE, sp|Q14AX6|CDK12_MOUSE, sp|Q61851|FGFR3_MOUSE, sp|Q69ZA1|CDK13_MOUSE, sp|Q8K0D0|CDK17_MOUSE, sp|Q99J95|CDK9_MOUSE"	 	14.9	451	51847	Cyclin-dependent kinase 18 OS=Mus musculus OX=10090 GN=Cdk18 PE=1 SV=1	12	3	0.25	8	4	2	1	2.706	1.242	2	53109.79492	53482.03516	47266.78418	63268.89453	43278.0752	43833.83399	44386.54883	75254.69336	44582.36426	62058.73047	150	1	83843.30469	90083.35938	100135.0234	97589.42969	107440.9063	97049.44531	100150.2344	106804.0234	116285.6484	118060.4375	4998.900879
2104	1	sp|Q05186|RCN1_MOUSE	 	 	 	 	18.2	325	38113	Reticulocalbin-1 OS=Mus musculus OX=10090 GN=Rcn1 PE=1 SV=1	8	8	1	4	4	4	4	4	4	4	58941.96582	48764.46143	71108.26514	76352.66382	59907.9082	62652.81934	65837.84033	53733.25684	70584.72754	80650.30029	150	4	166274.2012	148993.4473	172387.2402	174732.082	175905.0918	164489.3691	160053.3496	171161.0625	165237.5332	184798.3047	150
2105	1	sp|Q05512|MARK2_MOUSE	 	 	"sp|Q03141|MARK3_MOUSE, sp|Q05512|MARK2_MOUSE, sp|Q8CIP4|MARK4_MOUSE, sp|Q8VHJ5|MARK1_MOUSE"	 	32.3	776	86305	Serine/threonine-protein kinase MARK2 OS=Mus musculus OX=10090 GN=Mark2 PE=1 SV=3	49	31	0.633	24	25	16	15	18.737	18.181	16	680246.1841	559055.4734	629305.3711	670575.7178	660744.3501	651703.9236	645197.0605	627889.7649	642921.6255	617986.5745	13023.50818	15	846053.772	804562.6042	956101.8838	1024974.393	940105.9535	938619.5786	939148.9607	909880.4866	907585.325	866006.1956	4093.746094
2106	1	sp|Q05793|PGBM_MOUSE	 	 	 	 	24	3707	398290	Basement membrane-specific heparan sulfate proteoglycan core protein OS=Mus musculus OX=10090 GN=Hspg2 PE=1 SV=1	137	137	1	67	70	67	70	67	70	67	2999029.905	2517091.259	3096237.557	3046293.416	3429380.862	2735708.716	3102870.476	2932611.149	2887452.034	2646125.623	71612.32642	70	5292580.616	4276751.172	5098615.612	5200533.284	5638784.801	4600188.302	5164111.657	4983685.755	4814265.366	4753997.186	60080.2323
2107	1	sp|Q05816|FABP5_MOUSE	 	 	 	 	72.6	135	15137	Fatty acid-binding protein 5 OS=Mus musculus OX=10090 GN=Fabp5 PE=1 SV=3	92	92	1	55	37	55	37	55	37	55	10126965.06	7804504.032	7089611.656	9522011.502	8257935.85	7711450.498	7008837.769	10624628.96	7929598.22	9169717.266	307167.3474	37	20875076.58	16316364.44	14296424.79	19069917.98	16673104.82	14623481.07	14068651.95	20243946.03	15219523.6	18042792.46	264366.1544
2108	1	sp|Q05860|FMN1_MOUSE	 	 	 	 	1.8	1466	163579	Formin-1 OS=Mus musculus OX=10090 GN=Fmn1 PE=1 SV=2	2	2	1	0	2	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	134537.7813	120446.3867	145806.5313	165913.0078	158846.8398	144587.5234	157917.9531	144045.5781	132815.9063	143239.0742	9001.469848
2109	1	sp|Q05909|PTPRG_MOUSE	 	 	 	 	1.3	1442	161241	Receptor-type tyrosine-protein phosphatase gamma OS=Mus musculus OX=10090 GN=Ptprg PE=1 SV=1	4	4	1	2	2	2	2	2	2	2	37533.94336	43120.29102	47426.17481	58487.09473	52498.94141	48595.74512	44400.69238	51407.57617	48398.10547	52395.34961	150	2	221091.21	212780.8193	248249.0879	269087.624	231586.4702	221806.7842	209569.5078	267839.8828	237096.1348	258508.5596	10781.19043
2110	1	sp|Q05920|PYC_MOUSE	 	 	 	 	59.5	1178	129683	"Pyruvate carboxylase, mitochondrial OS=Mus musculus OX=10090 GN=Pc PE=1 SV=1"	253	253	1	114	139	114	139	114	139	114	13782750.45	13289484.05	16238217.76	16829543.28	14985437	14796437.42	16735773.16	15626123.62	15214300.2	15242341.71	434474.46	139	44089874.87	42063749.94	49585039.56	52340911.8	47586293.43	46773619.53	53462361.09	48628114.14	48687141.53	47649872.2	1014875.079
2111	1	sp|Q05A62|DNAL1_MOUSE	 	 	 	 	40.5	190	21465	Dynein axonemal light chain 1 OS=Mus musculus OX=10090 GN=Dnal1 PE=1 SV=2	14	14	1	4	10	4	10	4	10	4	209302.6445	206797.2754	224773.6563	253440.6719	256047.1563	247484.0625	233144.2148	262120.4063	242185.082	248033.6367	7540.623535	10	950255.2637	938619.4189	1077833.066	1133777.604	1075598.954	1014569.748	1053918.846	1060027.734	1022657.538	1091052.363	7634.249512
